2023-11-1 09:26:39-log: Cannot access game frame or container.
2023-11-1 09:26:39-debug: asset-db:require-engine-code (1487ms)
2023-11-1 09:26:40-log: Cocos Creator v3.8.0
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:16.90MB, end 87.81MB, increase: 70.91MB
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.63MB, end 93.74MB, increase: 5.11MB
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.82MB, end 91.38MB, increase: 3.56MB
2023-11-1 09:26:40-debug: asset-db:worker-init: initPlugin (421ms)
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db:worker-init start:16.90MB, end 91.43MB, increase: 74.53MB
2023-11-1 09:26:40-debug: Run asset db hook engine-extends:beforePreStart success!
2023-11-1 09:26:41-debug: %cImport%c: /Applications/Cocos/Creator/3.8.0/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
2023-11-2 15:03:22-debug: // ---- build task 查询 Asset Bundle ---- (20ms)
2023-11-2 15:03:22-debug: 查询 Asset Bundle start5%
2023-11-2 15:03:22-debug: [Build Memory track]: 查询 Asset Bundle start:279.02MB, end 279.61MB, increase: 606.81KB
2023-11-2 15:03:22-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:03:22-debug: run build task 查询 Asset Bundle success in 20 ms √5%
2023-11-2 15:03:22-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-11-2 15:03:22-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-11-2 15:03:22-debug: [Build Memory track]: 查询 Asset Bundle start:279.62MB, end 279.63MB, increase: 11.71KB
2023-11-2 15:03:22-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-2 15:03:22-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:03:22-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (2ms)
2023-11-2 15:03:22-debug: run build task 整理部分构建选项内数据到 settings.json success in 2 ms √12%
2023-11-2 15:03:22-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:279.64MB, end 279.65MB, increase: 12.88KB
2023-11-2 15:03:22-debug: 填充脚本数据到 settings.json start12%
2023-11-2 15:03:22-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-2 15:03:22-debug: // ---- build task 填充脚本数据到 settings.json ---- (3ms)
2023-11-2 15:03:22-debug: [Build Memory track]: 填充脚本数据到 settings.json start:279.66MB, end 279.67MB, increase: 10.48KB
2023-11-2 15:03:22-debug: run build task 填充脚本数据到 settings.json success in 3 ms √13%
2023-11-2 15:03:22-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-2 15:03:22-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:03:22-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (9ms)
2023-11-2 15:03:22-debug: run build task 整理部分构建选项内数据到 settings.json success in 9 ms √15%
2023-11-2 15:03:22-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:279.68MB, end 279.18MB, increase: -515.71KB
2023-11-2 15:03:25-debug: Query all assets info in project
2023-11-2 15:03:25-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-2 15:03:25-debug:   Number of all scenes: 1
2023-11-2 15:03:25-debug:   Number of all scripts: 8
2023-11-2 15:03:25-debug:   Number of other assets: 345
2023-11-2 15:03:25-debug: reload all scripts.
2023-11-2 15:03:25-debug: Incremental keys: 
2023-11-2 15:03:25-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-2 15:03:25-debug: Unregister GameScene
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-2 15:03:25-debug: Unregister Block
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/b6/b6987a50ab6dcb18b363504dfe66cc54e4963eab.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/d8/d85ce44301351dfb6a3b20aa44e90c0fd72f077d.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/e3/e36589a53102c370529dda1aafce9baa2a49be38.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/31/313b9662aa72d8a21506f29236ddec7ad280b5cd.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/76/76281cf15e3ce54b0c397f2ed7e4d30d886af439.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/75/75e99eac89d14e2617f3162fe5eaf56be685a74b.js'
2023-11-2 15:03:25-debug: Invalidating 'pack:///chunks/9d/9ddf2b1779ba1fef36274a38e92eae945cef4e8b.js'
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Register DebugViewRuntimeControl
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/d8/d85ce44301351dfb6a3b20aa44e90c0fd72f077d.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/31/313b9662aa72d8a21506f29236ddec7ad280b5cd.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Register Grid
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/76/76281cf15e3ce54b0c397f2ed7e4d30d886af439.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Register GameArea
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/75/75e99eac89d14e2617f3162fe5eaf56be685a74b.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/e3/e36589a53102c370529dda1aafce9baa2a49be38.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Register Block
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/b6/b6987a50ab6dcb18b363504dfe66cc54e4963eab.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Register GameScene
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/9d/9ddf2b1779ba1fef36274a38e92eae945cef4e8b.js" loaded.
2023-11-2 15:03:25-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-2 15:03:25-debug: 查询 Asset Bundle start0%
2023-11-2 15:03:25-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:03:25-debug: Unregister Grid
2023-11-2 15:03:25-debug: Unregister DebugViewRuntimeControl
2023-11-2 15:03:25-debug: Unregister GameArea
2023-11-2 15:03:25-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-11-2 15:03:25-debug: // ---- build task 查询 Asset Bundle ---- (20ms)
2023-11-2 15:03:25-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:03:25-debug: [Build Memory track]: 查询 Asset Bundle start:281.19MB, end 281.43MB, increase: 247.28KB
2023-11-2 15:03:25-debug: 查询 Asset Bundle start5%
2023-11-2 15:03:25-debug: run build task 查询 Asset Bundle success in 20 ms √5%
2023-11-2 15:03:25-debug: run build task 查询 Asset Bundle success in 0 ms √10%
2023-11-2 15:03:25-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-2 15:03:25-debug: [Build Memory track]: 查询 Asset Bundle start:281.44MB, end 281.45MB, increase: 8.29KB
2023-11-2 15:03:25-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:03:25-debug: run build task 整理部分构建选项内数据到 settings.json success in 10 ms √12%
2023-11-2 15:03:25-debug: 填充脚本数据到 settings.json start12%
2023-11-2 15:03:25-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:281.45MB, end 281.47MB, increase: 13.20KB
2023-11-2 15:03:25-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-2 15:03:25-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (10ms)
2023-11-2 15:03:25-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2023-11-2 15:03:25-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:03:25-debug: [Build Memory track]: 填充脚本数据到 settings.json start:281.47MB, end 281.48MB, increase: 12.23KB
2023-11-2 15:03:25-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-2 15:03:25-debug: run build task 填充脚本数据到 settings.json success in 1 ms √13%
2023-11-2 15:03:25-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (4ms)
2023-11-2 15:03:25-debug: run build task 整理部分构建选项内数据到 settings.json success in 4 ms √15%
2023-11-2 15:03:25-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:281.49MB, end 279.85MB, increase: -1685.58KB
2023-11-2 15:05:07-debug: refresh db internal success
2023-11-2 15:05:07-debug: refresh db assets success
2023-11-2 15:05:07-debug: Run asset db hook engine-extends:afterRefresh ...
2023-11-2 15:05:07-debug: Run asset db hook engine-extends:afterRefresh success!
2023-11-2 15:05:07-debug: asset-db:refresh-all-database (62ms)
2023-11-2 15:05:07-debug: asset-db:worker-effect-data-processing (1ms)
2023-11-2 15:05:07-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
2023-11-2 15:05:13-debug: Query all assets info in project
2023-11-2 15:05:13-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-2 15:05:13-debug:   Number of all scripts: 8
2023-11-2 15:05:13-debug:   Number of all scenes: 1
2023-11-2 15:05:13-debug:   Number of other assets: 345
2023-11-2 15:05:13-debug: reload all scripts.
2023-11-2 15:05:13-debug: Incremental keys: 
2023-11-2 15:05:13-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-2 15:05:13-debug: Unregister GameArea
2023-11-2 15:05:13-debug: Unregister GameScene
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/b6/b6987a50ab6dcb18b363504dfe66cc54e4963eab.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/d8/d85ce44301351dfb6a3b20aa44e90c0fd72f077d.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/e3/e36589a53102c370529dda1aafce9baa2a49be38.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/31/313b9662aa72d8a21506f29236ddec7ad280b5cd.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/75/75e99eac89d14e2617f3162fe5eaf56be685a74b.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/76/76281cf15e3ce54b0c397f2ed7e4d30d886af439.js'
2023-11-2 15:05:13-debug: Invalidating 'pack:///chunks/9d/9ddf2b1779ba1fef36274a38e92eae945cef4e8b.js'
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Register DebugViewRuntimeControl
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/d8/d85ce44301351dfb6a3b20aa44e90c0fd72f077d.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/31/313b9662aa72d8a21506f29236ddec7ad280b5cd.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Register Grid
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/76/76281cf15e3ce54b0c397f2ed7e4d30d886af439.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Register GameArea
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/75/75e99eac89d14e2617f3162fe5eaf56be685a74b.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/e3/e36589a53102c370529dda1aafce9baa2a49be38.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Register Block
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/b6/b6987a50ab6dcb18b363504dfe66cc54e4963eab.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Register GameScene
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/9d/9ddf2b1779ba1fef36274a38e92eae945cef4e8b.js" loaded.
2023-11-2 15:05:13-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-2 15:05:13-debug: 查询 Asset Bundle start0%
2023-11-2 15:05:13-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:05:13-debug: Unregister DebugViewRuntimeControl
2023-11-2 15:05:13-debug: Unregister Grid
2023-11-2 15:05:13-debug: Unregister Block
2023-11-2 15:05:13-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-11-2 15:05:13-debug: [Build Memory track]: 查询 Asset Bundle start:281.50MB, end 281.89MB, increase: 400.55KB
2023-11-2 15:05:13-debug: run build task 查询 Asset Bundle success in 20 ms √5%
2023-11-2 15:05:13-debug: 查询 Asset Bundle start5%
2023-11-2 15:05:13-debug: // ---- build task 查询 Asset Bundle ---- (20ms)
2023-11-2 15:05:13-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:05:13-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-11-2 15:05:13-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:05:13-debug: [Build Memory track]: 查询 Asset Bundle start:281.90MB, end 281.92MB, increase: 14.56KB
2023-11-2 15:05:13-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-2 15:05:13-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-11-2 15:05:13-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2023-11-2 15:05:13-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-2 15:05:13-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:281.92MB, end 281.94MB, increase: 12.74KB
2023-11-2 15:05:13-debug: 填充脚本数据到 settings.json start12%
2023-11-2 15:05:13-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms √12%
2023-11-2 15:05:13-debug: run build task 填充脚本数据到 settings.json success in 0 ms √13%
2023-11-2 15:05:13-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:05:13-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-2 15:05:13-debug: [Build Memory track]: 填充脚本数据到 settings.json start:281.94MB, end 281.95MB, increase: 10.27KB
2023-11-2 15:05:13-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (3ms)
2023-11-2 15:05:13-debug: run build task 整理部分构建选项内数据到 settings.json success in 3 ms √15%
2023-11-2 15:05:13-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:281.96MB, end 282.01MB, increase: 54.99KB
2023-11-2 15:08:44-debug: refresh db internal success
2023-11-2 15:08:44-debug: %cImport%c: /Users/hanchuang/Games/RotateBlock/assets/src/GameArea.tsbackground: #aaff85; color: #000;color: #000;
2023-11-2 15:08:44-debug: refresh db assets success
2023-11-2 15:08:44-debug: Run asset db hook engine-extends:afterRefresh ...
2023-11-2 15:08:44-debug: Run asset db hook engine-extends:afterRefresh success!
2023-11-2 15:08:44-debug: asset-db:worker-effect-data-processing (1ms)
2023-11-2 15:08:44-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-11-2 15:08:44-debug: asset-db:refresh-all-database (60ms)
2023-11-2 15:08:45-debug: Query all assets info in project
2023-11-2 15:08:45-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-2 15:08:45-debug:   Number of all scenes: 1
2023-11-2 15:08:45-debug:   Number of other assets: 345
2023-11-2 15:08:45-debug:   Number of all scripts: 8
2023-11-2 15:08:45-debug: Incremental keys: 
2023-11-2 15:08:45-debug: reload all scripts.
2023-11-2 15:08:45-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-2 15:08:45-debug: Unregister DebugViewRuntimeControl
2023-11-2 15:08:45-debug: Unregister GameArea
2023-11-2 15:08:45-debug: Unregister Block
2023-11-2 15:08:45-debug: Unregister GameScene
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/b6/b6987a50ab6dcb18b363504dfe66cc54e4963eab.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/d8/d85ce44301351dfb6a3b20aa44e90c0fd72f077d.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/e3/e36589a53102c370529dda1aafce9baa2a49be38.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/75/75e99eac89d14e2617f3162fe5eaf56be685a74b.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/76/76281cf15e3ce54b0c397f2ed7e4d30d886af439.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/9d/9ddf2b1779ba1fef36274a38e92eae945cef4e8b.js'
2023-11-2 15:08:45-debug: Invalidating 'pack:///chunks/31/313b9662aa72d8a21506f29236ddec7ad280b5cd.js'
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-2 15:08:45-debug: Unregister Grid
2023-11-2 15:08:45-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js is not in module cache!
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Register DebugViewRuntimeControl
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/d8/d85ce44301351dfb6a3b20aa44e90c0fd72f077d.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Register Grid
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/76/76281cf15e3ce54b0c397f2ed7e4d30d886af439.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Register GameArea
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/c2/c229896bd3f000a6c303cd952c361724dea3e669.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/e3/e36589a53102c370529dda1aafce9baa2a49be38.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Register Block
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/b6/b6987a50ab6dcb18b363504dfe66cc54e4963eab.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Register GameScene
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/9d/9ddf2b1779ba1fef36274a38e92eae945cef4e8b.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-2 15:08:45-debug: 查询 Asset Bundle start0%
2023-11-2 15:08:45-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:08:45-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/c2/c229896bd3f000a6c303cd952c361724dea3e669.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/c2/c229896bd3f000a6c303cd952c361724dea3e669.js is not in module cache!
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/31/313b9662aa72d8a21506f29236ddec7ad280b5cd.js" loaded.
2023-11-2 15:08:45-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-11-2 15:08:45-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-11-2 15:08:45-debug: // ---- build task 查询 Asset Bundle ---- (48ms)
2023-11-2 15:08:45-debug: // ---- build task 查询 Asset Bundle ----
2023-11-2 15:08:45-debug: [Build Memory track]: 查询 Asset Bundle start:283.07MB, end 282.86MB, increase: -215.48KB
2023-11-2 15:08:45-debug: 查询 Asset Bundle start5%
2023-11-2 15:08:45-debug: run build task 查询 Asset Bundle success in 48 ms √5%
2023-11-2 15:08:45-debug: run build task 查询 Asset Bundle success in 0 ms √10%
2023-11-2 15:08:45-debug: [Build Memory track]: 查询 Asset Bundle start:282.86MB, end 282.87MB, increase: 9.13KB
2023-11-2 15:08:45-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:08:45-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-2 15:08:45-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2023-11-2 15:08:45-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-2 15:08:45-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:282.88MB, end 282.89MB, increase: 11.29KB
2023-11-2 15:08:45-debug: 填充脚本数据到 settings.json start12%
2023-11-2 15:08:45-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms √12%
2023-11-2 15:08:45-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2023-11-2 15:08:45-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-2 15:08:45-debug: [Build Memory track]: 填充脚本数据到 settings.json start:282.90MB, end 282.91MB, increase: 14.56KB
2023-11-2 15:08:45-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-2 15:08:45-debug: run build task 填充脚本数据到 settings.json success in 1 ms √13%
2023-11-2 15:08:45-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (5ms)
2023-11-2 15:08:45-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:282.92MB, end 282.97MB, increase: 55.51KB
2023-11-2 15:08:45-debug: run build task 整理部分构建选项内数据到 settings.json success in 5 ms √15%
2023-11-2 15:09:50-debug: Query all assets info in project
2023-11-2 15:09:50-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-2 15:09:50-debug:   Number of all scenes: 1
2023-11-2 15:09:50-debug:   Number of all scripts: 8
2023-11-2 15:09:50-debug:   Number of other assets: 345
2023-11-2 15:09:50-debug: reload all scripts.
2023-11-2 15:09:50-debug: Incremental keys: 
2023-11-2 15:09:50-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-2 15:09:50-debug: Unregister Grid
2023-11-2 15:09:50-debug: Unregister DebugViewRuntimeControl
2023-11-2 15:09:50-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-2 15:09:50-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
